date,inflationrate,totalsupply,circulatingsupply,stakedtokens,realrewardrate,rewardrate1,marketcap,price
2023-11-02,42.014491473395694,10000000000.0,965577711.312692,8223453478.48861,-26.36270779811321,4.575626055287992,441632071.28935385,0.457376
2023-11-03,42.014491473395694,10000000000.0,965577711.312692,8222933374.753146,-26.362504008960887,4.5759154654163465,438567327.6336473,0.454202
2023-11-04,42.014491473395694,10000000000.0,965577711.312692,8219534326.926383,-26.3638449401424,4.574011148817911,490558859.49927926,0.508047
2023-11-05,42.01449147339568,10000000000.0,965577711.312692,8220613620.566315,-26.36426780338661,4.573410621732007,483999690.1063321,0.501254
2023-11-06,42.01449147339568,10000000000.0,965577711.312692,8221277788.391522,-26.364527966692886,4.573041152135601,502912460.7378138,0.520841
2023-11-07,42.01449147339568,10000000000.0,965577711.312692,8221542363.599386,-26.36463159258768,4.572893988348091,503834587.4521175,0.521796
2023-11-08,42.012308136057854,10000000000.0,965577711.312692,8218257706.852284,-26.36248991152692,4.57432773056308,563347004.111164,0.58343
2023-11-09,42.0118640882951,10000000000.0,965577711.312692,8223711883.440239,-26.364320065359003,4.571401709274337,524666926.57368886,0.543371
2023-11-10,42.011871468590286,10000000000.0,965577711.312692,8208114515.120657,-26.3582064076354,4.580089263553369,602049289.9359992,0.623512
2023-11-11,42.0118640882951,10000000000.0,965577711.312692,8209524832.730947,-26.35875719603219,4.579301643702143,566705283.3911095,0.586908
2023-11-12,42.00956399479229,10000000000.0,965577711.312692,8210419757.973932,-26.358092454820493,4.578551822357475,601818516.8629955,0.623273
2023-11-13,42.00842139105816,10000000000.0,965577711.312692,8214998656.253499,-26.35938465390746,4.575875355647336,587273054.2197812,0.608209
2023-11-14,42.008369361780986,10000000000.0,965577711.312692,8208831866.309586,-26.35694098356448,4.579307257374104,549882988.5046198,0.569486
2023-11-15,42.00840414650606,10000000000.0,965577711.312692,8218097924.380611,-26.36059223433307,4.574147790961857,597918548.4870034,0.619234
2023-11-16,42.00838680369442,10000000000.0,965577711.312692,8216388874.5593,-26.3599145786647,4.575097347700806,550127279.6655818,0.569739
2023-11-17,42.008369361780986,10000000000.0,965577711.312692,8214832447.047858,-26.359296468968875,4.5759622709607655,530988563.849653,0.549918
2023-11-18,42.00835181991389,10000000000.0,965577711.312692,8224630811.278573,-26.363127606742488,4.570508817398173,526823061.60305,0.545604
2023-11-19,42.00831643286212,10000000000.0,965577711.312692,8216377655.410511,-26.359879084811265,4.575095930783485,545495403.3844149,0.564942
2023-11-20,42.0083868036944,10000000000.0,965577711.312692,8208079605.163599,-26.35665315194322,4.579728847174772,539061759.0939384,0.558279
2023-11-21,42.008334177231454,10000000000.0,965577711.312692,8249325473.2468605,-26.372754443161195,4.556824915846431,490128211.84003377,0.507601
2023-11-22,42.00554838878204,10000000000.0,965577711.312692,8247761543.517928,-26.37091443428329,4.557386731241572,535811624.51765984,0.554913
2023-11-23,42.00501128044783,10000000000.0,965577711.312692,8217351399.122042,-26.35880035024841,4.574193869686857,571634557.6073607,0.592013
2023-11-24,42.004846407527,10000000000.0,965577711.312692,8221350309.532813,-26.36029427406109,4.571951011074407,603696565.5114987,0.625218
2023-11-25,42.00261993685144,10000000000.0,965577711.312692,8222297280.056093,-26.359681115417665,4.571182145958896,628401836.8331453,0.650804
2023-11-26,42.002585325957725,10000000000.0,965577711.312692,8222175716.941662,-26.359618225903603,4.571245963122271,615424472.3931026,0.637364
2023-11-27,42.00255051266112,10000000000.0,965577711.312692,8181448607.790603,-26.344366401741016,4.592878305788303,572302737.3835891,0.592705
2023-11-28,41.99783309607464,10000000000.0,965577711.312692,8216549339.775892,-26.355313778113853,4.573858625481753,597433828.4759245,0.618732
2023-11-29,41.99773510561979,10000000000.0,965577711.312692,8224713342.493269,-26.358467767316696,4.569307867485263,577403884.4324541,0.597988
2023-11-30,41.99738286966055,10000000000.0,965577711.312692,8211777033.080742,-26.35324287899789,4.576467680198363,576107113.5661612,0.596645
2023-12-01,39.24635583628579,10000000000.0,1033262462.93308,8208571251.483004,-24.89694977418846,4.57826056133799,632556046.970391,0.612193
2023-12-02,39.24630796835215,10000000000.0,1033262462.93308,8205371429.855237,-24.89564580190411,4.580040344322627,646274672.6907535,0.62547
2023-12-03,39.246355836285815,10000000000.0,1033262462.93308,8207759342.474622,-24.8966245375875,4.578713441452696,638202826.3303204,0.617658
2023-12-04,39.24640341844078,10000000000.0,1033262462.93308,8208979803.807799,-24.89713508632804,4.578038256498272,652191133.5535083,0.631196
2023-12-05,39.24668305081184,10000000000.0,1033262462.93308,8210551971.743165,-24.89891518434301,4.575769540979277,664657445.168796,0.643261
2023-12-06,39.246590939853846,10000000000.0,1033262462.93308,8069821748.846991,-24.84274239205747,4.653919062943915,642818409.7522424,0.622125
2023-12-07,39.23368057315692,10000000000.0,1033262462.93308,8207201720.720989,-24.89164949021664,4.576120832558854,691163727.1304183,0.668914
2023-12-08,39.2362441701218,10000000000.0,1033262462.93308,8203763574.752655,-24.88963010837474,4.580858019384985,730548592.4300385,0.707031
2023-12-09,39.2361673214844,10000000000.0,1033262462.93308,8181795385.042067,-24.88347288175485,4.589373384448023,698311836.8489892,0.675832
2023-12-10,39.2362441701218,10000000000.0,1033262462.93308,8184362720.015419,-24.884541835175177,4.5879427398811785,712468565.8536354,0.689533
2023-12-11,39.23609001812135,10000000000.0,1033262462.93308,8186251166.947646,-24.885231742154435,4.586866348397091,649008685.1676744,0.628116
2023-12-12,39.23950287936261,10000000000.0,1033262462.93308,8186857734.467373,-24.887030410647448,4.586925454141326,680316537.7945467,0.658416
2023-12-13,39.23956991753566,10000000000.0,1033262462.93308,8183077786.374566,-24.88553924689829,4.589052098494941,673578633.2737602,0.651895
2023-12-14,39.23950287936261,10000000000.0,1033262462.93308,8170957866.737705,-24.88062008993016,4.595851152841056,676379807.8107717,0.654606
2023-12-15,39.23950287936261,10000000000.0,1033262462.93308,8143812163.8792515,-24.869060996322624,4.611945977317526,638360915.4871491,0.617811
2023-12-16,39.23456903333442,10000000000.0,1033262462.93308,8181515235.094838,-24.88263201861236,4.589343578069014,650690836.4573295,0.629744
2023-12-17,39.23456903333442,10000000000.0,1033262462.93308,8182388277.652515,-24.88298370764693,4.588853905357393,629684610.5859,0.609414
2023-12-18,39.2347316540081,10000000000.0,1033262462.93308,8181090177.315092,-24.882534836536507,4.589601045641418,628866266.7152569,0.608622
2023-12-19,39.234404482444994,10000000000.0,1033262462.93308,8181358699.576116,-24.882494001797017,4.589412138662809,703279762.7707716,0.68064
2023-12-20,39.23456903333442,10000000000.0,1033262462.93308,8183900762.216593,-24.883592806459763,4.588005829250372,708729189.0002806,0.685914
2023-12-21,39.23465058281931,10000000000.0,1033262462.93308,8186100316.797464,-24.88451534420496,4.586782594087492,711129457.7016741,0.688237
2023-12-22,39.23783510042351,10000000000.0,1033262462.93308,8185153229.412951,-24.88558474099588,4.587685654979504,720215967.8007076,0.697031
2023-12-23,39.23790704382872,10000000000.0,1033262462.93308,8184905223.279433,-24.88487393657648,4.588729404044408,773323591.8705422,0.748429
