date,BNB,TRX,APT,DOT,ATOM
2023-12-01,,,744077.4042520178,179715.35459570363,
2023-12-02,,,777021.9258351134,178658.20156301348,
2023-12-03,,,761764.8898642871,171738.1983109329,
2023-12-04,,,783482.1886838566,171484.61446318805,
2023-12-05,,,870471.3864731393,166843.05050667585,
2023-12-06,,,873663.5214168256,175497.8773664134,
2023-12-07,,,935830.3295154598,166334.30192076412,
2023-12-08,,,988784.3299603591,175424.3661040401,
2023-12-09,,,986428.561089858,205111.57185035717,
2023-12-10,,,1005452.6937685008,194727.7306030469,
2023-12-11,,,937988.9498615748,181697.0367857473,
2023-12-12,,,1088724.366538349,187352.5141141688,
2023-12-13,,,1041892.1657603031,173003.3690017752,
2023-12-14,,,1013597.666830657,182003.40459611788,
2023-12-15,,,1012886.610723512,178231.35654444792,
2023-12-16,,,1014342.8462566392,178231.35654444792,
2023-12-17,,,1024274.8751094986,178231.35654444792,
2023-12-18,,,994338.464602624,178231.35654444792,
2023-12-19,,,1014345.2546316548,178231.35654444792,
2023-12-20,,,1027242.65923212,178231.35654444792,
2023-12-21,,,1129760.825930029,178231.35654444792,
2023-12-22,,,1248738.236965628,178231.35654444792,
2023-12-23,,,1340829.9203677387,178231.35654444792,
2023-12-24,,,1625085.3019600012,178231.35654444792,
2023-12-25,,,2285989.8399684383,178231.35654444792,
2023-12-26,,,2513075.792056458,178231.35654444792,
2023-12-27,,,2483645.41663653,178231.35654444792,
2023-12-28,,,2397067.736896975,28221547.67109375,
2023-12-29,,,2427974.691565169,26202115.237149365,
2023-12-30,,,2454046.4671580764,25413051.391661525,
2023-12-31,,,2512926.1171079064,23755255.69777561,
2024-01-01,,,2654784.0664438307,23904425.913807124,
2024-01-02,,,2716559.397343493,22727291.510267258,
2024-01-03,,,2494243.204888203,20055422.8408745,
2024-01-04,,,2844828.0648696804,19781716.828847382,
2024-01-05,,,2498403.114326713,17798278.825254824,
2024-01-06,,,2402126.9353864538,16569533.09477188,
2024-01-07,,,2323227.4747805013,15646709.011544282,
2024-01-08,,,2350669.198134514,16334250.393016296,
2024-01-09,,,2166464.389391503,15137870.742515076,2589947.464324345
2024-01-10,,,2381244.801518155,16334527.739400018,2850241.856428295
2024-01-11,,,2537694.571902606,16230051.446612049,2920283.443261808
2024-01-12,,,2488444.583723208,14673720.565631364,2689774.2702343725
2024-01-13,,,2762936.5980957164,14447045.165756416,2689774.2702343725
2024-01-14,,,2742008.333844264,13897815.531521533,2689774.2702343725
2024-01-15,,,2654547.3875400345,13792082.121365571,2563803.384498361
2024-01-16,,,2638743.6850946,13841617.621653603,2563803.384498361
2024-01-17,,,2610368.836610737,13304461.19291721,2947478.917154519
2024-01-18,,,2566265.7110887105,12813570.454387896,3449270.65751883
2024-01-19,,,2566265.7110887105,12480012.54700086,4243372.901997757
2024-01-20,,,2566265.7110887105,12453719.313564772,4619193.461109237
2024-01-21,,,2566265.7110887105,8571687.872303128,4124403.754208572
2024-01-22,,,2566265.7110887105,3678678.253502274,3697385.048597751
2024-01-23,,,2566265.7110887105,391175.4977558133,3601269.3728418
2024-01-24,,,1743753.634622515,378981.0254788041,3532148.3465137794
2024-01-25,,,1627846.94959718,376232.4155662934,3152543.8793173265
2024-01-26,,,1643071.1518604455,372380.9275454361,2982971.209251184
2024-01-27,,,1708509.3483162578,349289.28512824205,2601033.0289920545
2024-01-28,,,1614725.4374622756,338450.59384745016,2422528.3354666224
2024-01-29,,,1642905.6224981963,344150.4425961376,2413127.141606173
2024-01-30,,,1634142.726226999,326090.39068364265,2271854.456413674
2024-01-31,,,1543375.642421326,308824.33083699574,2000341.4098873693
2024-02-01,,,1617030.042651172,316748.47693506203,1885900.8694373944
2024-02-02,,,1647025.4477876246,328709.5028379874,1887208.054127281
2024-02-03,,,1657939.6783602268,322974.19554583344,1900662.7126124888
2024-02-04,,,1590697.5658100832,309511.4790249749,1875003.804110958
2024-02-05,,,1543318.2840757116,306152.3928648957,1864175.2169474997
2024-02-06,,,1540358.8650613013,312157.8009008982,1884240.9304227016
2024-02-07,,,1581213.1881347515,317866.9814039501,2031156.4414757332
2024-02-08,,,1566447.650543803,327644.17590034154,2181560.071502761
2024-02-09,,,1597266.3234015852,336419.7280379552,2396189.302878277
2024-02-10,,,1566828.228254534,349555.2546621407,2467518.2266368363
2024-02-11,,,1533444.86597917,339741.0415692922,2446123.174785021
2024-02-12,,,1527203.5142498703,349778.0565472415,2598122.992737209
2024-02-13,,,,349612.57514959323,2779665.5386139997
2024-02-14,,,,362477.1147183998,2737881.774200913
2024-02-15,,,,362477.1147183998,2700338.4806208545
2024-02-16,,,,362477.1147183998,2556397.77326992
2024-02-17,,,,362477.1147183998,2480819.0145326788
2024-02-18,,,,362477.1147183998,2468056.345472815
2024-02-19,,,,362477.1147183998,2489665.8937303354
2024-02-20,,,,362477.1147183998,2342417.37383234
2024-02-21,,,,346067.1311280438,2248906.4102762714
2024-02-22,,,,371464.80686929857,2248906.4102762714
2024-02-23,,,,395632.0165992128,2149014.6088488004
2024-02-24,,,,442129.4890413412,2144624.8751748465
2024-02-25,,,,454513.1750493544,2096723.440441407
2024-02-26,,,,489301.2214759156,2230414.989940978
2024-02-27,,,,534211.814246726,2285921.7201542803
2024-02-28,,,,555925.899680701,2307370.8659959813
2024-02-29,,,,599778.4422551807,2417143.7109470866
2024-03-01,,,,643136.2208263883,2373501.489511766
2024-03-02,,,,746416.5993667372,2555278.428034624
2024-03-03,,,,835369.0934641625,2652872.138695788
2024-03-04,,,,892640.3053966899,2827402.7936626663
2024-03-05,,,,872359.8215033698,2671842.085156119
2024-03-06,,,,1044967.0923329043,3210995.183032002
2024-03-07,,,,1091013.7102272897,3261211.2882631067
2024-03-08,,,,1138583.5822800254,3139123.057487802
2024-03-09,,,,1179641.1957944743,3120280.302275961
2024-03-10,,,,1172079.6968986364,2948502.159082693
2024-03-11,,,,1305552.2901874688,3132201.748659462
2024-03-12,,,,1261387.529760159,3009417.0032143486
2024-03-13,,,,1349182.0218019965,3043551.589507848
2024-03-14,,,,1447657.2879100472,2949243.8622500906
2024-03-15,,,,1414764.242524833,2622825.520113369
2024-03-16,,,,1325072.7341957043,2409630.1426722
2024-03-17,,,,1351990.22185332,2439478.78150927
2024-03-18,,,,1328748.4305953116,2271602.50136328
2024-03-19,,,,1210314.9354725643,2080806.0871746608
2024-03-20,,,,1264286.3663661876,2168440.651283134
2024-03-21,,,,1225303.2396530723,1934547.317907636
2024-03-22,,,,1154383.3215716388,1716956.1767053884
2024-03-23,,,,1189361.502765008,1706797.5751791573
2024-03-24,,,,1216761.6396410342,1689773.7564012592
2024-03-25,,,,1259019.689708419,1798055.2654720957
2024-03-26,,,,1246006.7314858004,1793795.8479424918
2024-03-27,,,,1225238.9516127168,1842757.3676593725
2024-03-28,,,,1244891.618736164,1897763.8413460895
2024-03-29,,,,1230701.384615824,2292742.848182354
2024-03-30,,,,1229721.6138174578,2401337.991773997
2024-03-31,,,,1228823.7598733932,2389147.7022023
2024-04-01,,,,1168092.375115297,2305833.2304949346
2024-04-02,,,,1088790.977236338,2194077.473705408
2024-04-03,,,,1047711.677838798,2153559.489670255
2024-04-04,,,,1040918.5451921402,2193865.5029254425
2024-04-05,,,,1027148.4253954188,2131181.2522558845
2024-04-06,,,,1017443.4955067392,2034475.5696550757
2024-04-07,,,,1019479.216117944,1923371.0311259893
2024-04-08,,,,1050569.766985074,1958593.1325285125
2024-04-09,,,,1004983.8424522316,1884790.288844148
2024-04-10,,,,959978.5545163912,1844497.5513782732
2024-04-11,,,,936929.0092855186,1817522.7583824624
2024-04-12,,,,804845.5509894982,1556910.6172303816
2024-04-13,,,,691014.0505870699,1408931.4017357298
2024-04-14,,,,722753.3018233837,1408931.4017357298
2024-04-15,,,,724025.6771070876,1408931.4017357298
2024-04-16,,,,720052.4370977083,1408931.4017357298
2024-04-17,,,,703926.9148932797,1408931.4017357298
2024-04-18,,,,706900.1002849245,1181058.827249144
2024-04-19,,,,701044.9713263746,1162873.3440852163
2024-04-20,,,,748731.7900337243,1199418.075022358
2024-04-21,,,,734599.6725864714,1337545.4410605
2024-04-22,,,,772101.8784282678,1407941.617083419
2024-04-23,,,,745347.423303956,1396800.3260722735
2024-04-24,,,,725643.9681795483,1362888.313175
2024-04-25,,,,721277.7338185302,1339237.5088049648
2024-04-26,,,,723310.3243890872,1306730.4450347538
2024-04-27,,,,700040.5335428674,1284274.9461681957
2024-04-28,,,,699342.8434464118,1277142.6545486893
2024-04-29,,,,663037.0701370202,1295652.1053064133
2024-04-30,,,,626997.9568404814,1174598.9569543528
