date,ETH,BNB,ADA,SUI,TRX,SOL,AVAX,NEAR,TIA,DOT,ATOM
2022-05-18,4.760296247001001,7.285364890536869,4.987912555955083,,4.953062903734296,5.222027287830168,8.981783545551284,10.002943495542777,,13.953709901632704,16.35981719220685
2022-05-19,3.944996890707496,7.260551239562673,4.987912555957178,,4.978006871692119,5.212459923624701,8.981793648529358,10.002943495542777,,13.959020444774463,16.395331724971687
2022-05-20,3.9171043363819456,7.22710738952065,4.987912555946915,,4.978477845139059,5.194384931810836,8.964217723297306,10.002943495542777,,13.997946910384156,16.437140431271846
2022-05-21,4.7616152277370025,7.166014766008832,4.987912555946915,,4.979295676807669,5.194559574898648,8.96419254445079,9.45470060505608,,13.9990230597355,16.494105651831518
2022-05-22,4.732066873107233,7.082475028928744,4.987912555946915,,4.980940186373721,5.172999270953703,8.954272753681172,9.452473454404403,,13.998755241851176,16.55749563367917
2022-05-23,4.726222749718193,6.991343257102053,4.98791255595732,,4.978618214837901,5.157399465068103,8.951610694887554,9.452473454404403,,13.999919997338887,16.62205234193587
2022-05-24,4.718415740781973,6.948205897134371,4.987912555956247,,4.9796681400912455,5.101501808891265,8.879753910828796,9.452473454404403,,14.006955880201527,16.654707251667308
2022-05-25,3.8886236231046825,6.917977065394176,4.975115167803317,,4.980915241966903,5.050391705942945,8.862338939185912,9.452473454404403,,14.014745968499913,16.721650938467512
2022-05-26,4.779966145191049,6.8928690976493305,4.975115167803317,,4.828684672632894,5.077890620488131,8.862270807110248,9.452473454404403,,14.015552883493095,16.766376077675265
2022-05-27,4.701525889537965,6.859169528248758,4.975115167801887,,4.829272146221294,5.044332468660238,8.863185970406782,9.452473454404403,,14.020286279801972,16.808662013181262
2022-05-28,4.691572036071571,6.807601803416836,4.975115167801887,,4.83420955437437,5.027758189631832,8.834133425141085,9.452473454404403,,14.01413870245412,16.843270853703412
2022-05-29,3.9271567845205912,6.747611137773532,4.975115167801887,,4.832278532531972,5.009175684453867,8.829533611210296,9.452473454404403,,14.015195288387591,16.87766446138508
2022-05-30,4.751325168228639,6.670165946290185,4.975115167801887,,4.305845200063447,4.993280562470145,8.829129339507432,9.452473454404403,,13.988389300256362,16.90369579267371
2022-05-31,4.670087892431416,6.644053602508672,4.975115167803099,,4.303181803262526,4.964193183453134,8.828233561324977,9.452473454404403,,13.989984107505276,16.755030718104756
2022-06-01,4.667435382753324,6.630868779704251,4.975115167798493,,4.078970724703238,4.949605651558319,8.813742627981998,9.574732716975271,,13.983869913625815,16.782712934879612
2022-06-02,4.664076556357641,6.568519734062371,4.975115167798493,,3.868827089648781,4.934370721603599,8.817657630261126,9.577763013436664,,13.9519406438146,16.800889809566343
2022-06-03,4.6618099457702815,6.536547114112722,4.975115167798493,,3.857573038758974,4.904048824535204,8.82106987952178,9.52284469074527,,13.95118734697753,16.778421724470487
2022-06-04,4.659956653342035,6.488619109373545,4.975115167798493,,3.675465698989144,4.911408278221637,8.818492375047617,9.530613499184057,,13.970480227087384,16.799978487340088
2022-06-05,4.658533138054882,6.416364298702145,4.975115167798493,,3.6718861410385535,4.8767784377463705,8.816828489844205,9.521187271460905,,13.97201480700454,16.862424082270174
2022-06-06,4.657602407873895,6.373410786433379,4.975115167798493,,3.6762858477836535,4.854164301310202,8.816437186509612,9.509894486559675,,13.977992287674876,16.848442457900674
2022-06-07,3.840091077417869,6.372664385653505,4.975115167804189,,3.6814435146945663,4.793443852233859,8.816437186509612,9.552622062254214,,13.978875640727727,16.857843353083936
2022-06-08,4.669621750408761,6.375076907870103,4.975115167801665,,3.678324694551456,4.767883902975433,8.816437186509612,9.71152284668798,,13.973768004959766,16.854154952916815
2022-06-09,4.655666090250812,6.328403799875244,4.975115167798191,,3.6730504786180886,4.74724072603295,8.816437186509612,9.57674719423453,,13.976776479865578,16.889664104453008
2022-06-10,3.8392047516174186,6.305138655257142,4.975115167801665,,3.675641910257175,4.729039701415864,8.816437186509612,9.564505375899394,,13.98617784607353,16.90521511019043
2022-06-11,4.654136107682449,6.147041737529692,4.975115167801665,,3.674498017208494,4.719811369865759,8.816437186509612,9.567383513805432,,13.981790558089308,17.027194149852264
2022-06-12,4.653949276081235,5.9136709174393385,4.975115167801665,,3.674690922828746,4.729759171367499,8.816437186509612,9.807678147447367,,13.97959575505901,17.075236464954582
2022-06-13,4.64399281477305,5.776362397454786,4.975115167801665,,3.701880916175873,4.730318278823152,8.801612552715198,9.675604327937688,,14.028695834650572,17.088665092992784
2022-06-14,3.832606154189894,5.718791521786828,4.975115167801665,,3.714351087612929,4.710881345765902,8.801612552715198,9.690879944465957,,14.03068282411694,17.125695334787096
2022-06-15,4.642566488511331,5.735675895278037,4.975115167798756,,3.710112484517007,4.693822139491354,8.801612552715198,9.643114470042152,,14.032162499046777,17.1240912882838
2022-06-16,3.829768521931048,5.732400660284981,4.9751151678031125,,3.716563756968732,4.691083406606283,8.801612552715198,9.650050035953898,,14.031780653555847,17.073608816489617
2022-06-17,3.825163935798017,5.698380573906958,4.975115167790486,,3.71846082278328,4.686202607662367,8.799881015355874,9.648615429179172,,14.116589676946582,17.197701646239185
2022-06-18,3.8845521874537736,5.674074050244605,4.975115167804752,,3.72677469627132,4.689440198843429,8.798543652164573,9.624566004845668,,14.116957452199044,17.22573498354927
2022-06-19,3.822162220838516,5.663578927098055,4.975115167797781,,3.691578577865623,4.692847378546578,8.800595222696582,9.628767224317498,,14.119983564732124,17.41210714222831
2022-06-20,3.8854799713047554,5.6248763448037264,4.975115167797246,,3.691336769147015,4.7070129720126745,8.798117775716257,9.629239987111514,,14.106431388762072,17.43100425226424
2022-06-21,3.820239324325578,5.646044920871663,4.975115167797246,,3.69199557192842,4.737172871135988,8.783063985164768,9.635220543906048,,14.10716335959156,17.43831018889825
2022-06-22,4.629775841834709,5.651946310512205,4.975115167797246,,3.694550892589548,4.746110423965353,8.779064508329292,10.49441612800105,,14.096992819014917,17.46493445097593
2022-06-23,3.8174664798727087,5.611331954449201,4.975115167797246,,3.6925550678923336,4.739430362590027,8.770652560687706,10.593631406055072,,14.102405934349466,17.472612557532806
2022-06-24,3.819678877765356,5.578823779928841,4.975115167797246,,3.6932344326948767,4.746172660093144,8.761959802008773,10.490434997027531,,14.102929639905138,17.518665743503583
2022-06-25,4.631760230520128,5.53038175078645,4.975115167799332,,3.525143581693397,4.765170577774418,8.75389946440676,10.502167701442897,,14.100313090507926,17.551345435879178
2022-06-26,3.815805786760271,5.486519491040186,4.975115167801305,,3.444848451209153,4.791765752880466,8.745788074837154,10.496006582386611,,14.10020362562791,17.56693450682795
2022-06-27,3.8165249128483487,5.449852639892703,4.975115167801305,,3.4760840488527687,4.798604364462839,8.737143487896502,10.49329901577707,,14.10080583419341,17.62590794495381
2022-06-28,3.813364149181481,5.439066496784223,4.975115167801305,,3.4894665347030056,4.82778626037867,8.731003617643498,10.667601782403525,,14.102793466544144,17.64133554722868
2022-06-29,4.622208098443552,5.396388608138227,4.963216419818614,,3.492429267067889,4.856553049987995,8.723700781129331,10.628889477276925,,14.147382584742036,17.669813011100207
2022-06-30,3.816018703848152,5.385171707484695,4.963216419818614,,3.432233047371005,4.871224877727707,8.722006682532223,10.615300672310228,,14.147951482928235,17.72115428056736
2022-07-01,4.6231174090788505,5.3810992333649565,4.963216419818614,,3.4957044272387336,4.883237593169935,8.716907092675347,10.543163805093398,,14.16456735884663,17.72829008632864
2022-07-02,4.620081735432137,5.376678636367515,4.963216419818614,,3.497183907587177,4.904390446997608,8.712115643566397,10.631899955968665,,14.161159896025676,17.751513448966662
2022-07-03,4.619767093780433,5.349493147112057,4.963216419818614,,3.4990908098008715,4.889668394196217,8.708282482655976,10.538865585531608,,14.16176442386782,17.738635879574048
2022-07-04,4.622350734977928,5.337105861645461,4.96321641982048,,3.499880151289524,4.89840162019132,8.704312871934658,10.624804961604204,,14.162565026571231,17.764396298597152
2022-07-05,3.810413350473505,5.357922021256955,4.9632164198224284,,3.5059335607843902,4.892105186248967,8.694549232020957,10.636120246286607,,14.160683469838231,17.700394086697514
2022-07-06,3.8101687157544575,5.38003520280843,4.963216419819172,,3.4939290010240343,4.916731318198451,8.690610639830425,10.550607766223408,,14.162673922103838,17.725503307654073
2022-07-07,3.8095335916181527,5.360328449081459,4.959959833698411,,3.4963756952168445,4.928942015024826,8.687837050633181,10.648245271516044,,14.167439419795624,17.725503307654073
2022-07-08,3.8090207537532312,5.333339035009459,4.959959833695764,,3.493640564358992,4.933475898342629,8.683230387697513,10.753859250042916,,14.16195635032183,17.725503307654073
2022-07-09,3.8084614102253327,5.306295119885894,4.959959833695831,,3.4996203513898307,4.933475898342629,8.691138292632056,10.65349945375501,,14.142392325686288,17.725503307654073
2022-07-10,3.806690386494465,5.253728299333839,4.959959833695831,,3.498929006824622,4.933475898342629,8.681185136978678,10.64922794942422,,14.142184859713222,17.725503307654073
2022-07-11,3.810714979465884,5.205376280851431,4.959959833692762,,3.500714073292214,5.026294580056019,8.676160485121285,10.72641233498187,,14.140884617975455,17.826124971167033
2022-07-12,4.619511037559184,5.193683944726924,4.959959833692762,,3.5145804346312954,5.041455090412508,8.672411677086366,10.627311231333746,,14.161235841559083,17.854690308653417
2022-07-13,4.6168527117324585,5.143826276583886,4.956115105695518,,3.514514010868587,8.203771866188214,8.667639098832494,10.702712702113926,,14.14616428414734,17.86583840804485
2022-07-14,3.803170659126701,5.101099525097579,4.9561815868794445,,3.515197782949782,5.549411310236472,8.664320818031726,10.699778279626033,,14.145775834395131,17.854745810169213
2022-07-15,3.797426214297369,5.363857570240946,4.955215076721546,,3.5152704685941933,5.065846723824564,8.658924086739622,10.722987939837616,,14.147554328318945,17.86911776177474
2022-07-16,3.7987170606345098,5.854923423510413,4.955215076721546,,3.514998414804963,5.033984230840922,8.653041576992832,10.755957979435095,,14.144441120556367,17.876882548382557
2022-07-17,4.599098504397831,5.054415173392207,4.95521507672542,,3.514543823001093,5.212446721208994,8.651081024683386,10.754361676153689,,14.140644432235344,17.87721935640831
2022-07-18,3.7934618250738086,5.056562414006374,4.955215076725293,,3.499902812171677,5.404721165263905,8.648710271883367,10.759220175704876,,14.13809551310592,17.993116458536466
2022-07-19,4.596813277346,5.7628465153383726,4.955215076726031,,3.489376549752041,5.030060010424754,8.646697297519502,10.684426646813131,,14.134814064112597,17.99964959759082
2022-07-20,4.594711044195627,5.081470060810123,4.955215076721079,,3.4890065860979287,5.733990752665185,8.64756881654689,10.658331854681345,,14.137231959117557,18.015679596774948
2022-07-21,4.599059946253535,5.097087056222308,4.955215076725822,,3.488519616565127,5.250482660378194,8.648329850803123,10.633573326116888,,14.138655819148887,18.029014554232344
2022-07-22,4.592167489025667,5.074388546214781,4.1367969045455295,,3.4915601027716208,5.910232648161601,8.650155567393828,10.62483773803154,,14.129680909447604,18.040098418799413
2022-07-23,4.591449918564377,4.996812399860793,4.13679690454524,,3.490282628952053,6.055257466825005,8.634112581823253,10.6286396061942,,14.12656450082521,18.013733612138715
2022-07-24,4.590850361290106,4.183715202291851,4.136796904540349,,3.495294033654704,5.633688425315161,8.634050302792067,10.62338412875504,,14.12658984392243,18.00566131076842
2022-07-25,4.59003836468704,5.052939369712238,4.136796904541082,,3.489340534379143,5.253412720379135,8.6351315741908,10.622860271525017,,14.12515683737459,18.01898491259682
2022-07-26,4.600638100813266,5.045410203598728,4.136796904540349,,3.4886680193728106,5.446345734923269,8.634763235083396,10.61890188569105,,14.119316435482244,18.043720116237616
2022-07-27,4.59858641167274,5.049391683115863,4.136796904540349,,3.4879926432974573,5.512673103218574,8.629375865122817,10.603749029782158,,14.119903158453212,18.034340561860628
2022-07-28,4.588408494678846,5.041710573623586,4.136796904540349,,3.4793944579615066,5.234106389531813,8.62921839143383,10.598068141637633,,14.111808101010562,18.06463968636493
2022-07-29,4.58612746092686,5.062848065489124,4.136796904540349,,3.509815528590581,6.126016126585176,8.627231273161511,10.689417149721985,,14.113781496591054,18.08700196505372
2022-07-30,4.585875910011838,5.043707991326103,4.136796904540349,,3.5036941405995456,5.5378120824774735,8.610876580388249,10.73175515756511,,14.113392055386564,18.10359863875664
2022-07-31,4.584988219022865,5.021545537377204,4.136796904540349,,3.5030021306920225,6.0840214636681536,8.607626048735403,10.628049192558644,,14.113396065090178,18.12466418374172
2022-08-01,4.663565215991946,4.98670820107552,4.136796904540349,,3.4758858692121057,5.538083138593041,8.595343943626824,10.89252758154678,,14.113396065090178,18.127056783672927
2022-08-02,4.584028341132419,4.97015579089035,4.136796904540349,,3.476628970897972,5.404754877597586,8.600010354750133,10.876626433859933,,14.062728679768432,18.134224750182582
2022-08-03,4.585669428296103,4.982310522842185,3.8517353883329553,,3.473604446239289,5.206003277731524,8.599894060460453,10.68081813461688,,14.062728679768432,18.14830772051232
2022-08-04,4.587894196302784,4.978020175804505,3.748485072698646,,3.4727207411630245,6.49685514615361,8.600094721820168,10.920623792805763,,14.062728679768432,18.166311098626405
2022-08-05,4.58479267173915,4.948861903258834,3.74858448880032,,3.471666711796851,5.423242261408425,8.597951628938485,10.754109819391612,,14.062728679768432,17.747241607211592
2022-08-06,4.5865744543254445,4.923822469089842,3.74858448880032,,3.479238631042733,6.0278644321583,8.59726516999302,10.732885511616727,,14.062728679768432,17.758082289851526
2022-08-07,4.651662231289504,4.909542656516103,3.748585938781437,,3.54813555416634,5.7307454487063305,8.59653427434528,10.734804560450243,,14.062728679768432,17.760258671737255
2022-08-08,4.583040666230676,4.874433304324851,3.748486118240653,,3.4807814470093783,5.362161535181173,8.597331159161241,10.641773094341785,,14.06806252481071,17.772037820248286
2022-08-09,4.591410150985597,4.8765887621044,3.821706071228277,,3.482696975310367,5.249493448349665,8.568378546685011,10.65622023311343,,14.07123185334772,17.773098139602123
2022-08-10,4.577986988384874,4.9004045840836215,3.8313279003507854,,3.482974869152712,5.277136263023539,8.564682650295877,10.576568368433112,,14.061173096555862,17.77340372956121
2022-08-11,4.575860176974374,4.921130031609171,3.831465111363204,,3.5009265756654293,5.288845386041246,8.56430290952824,10.570406703774616,,14.06512466945824,17.774182095041734
2022-08-12,4.5708574984583255,4.911314049934353,3.831465111363204,,3.502283386636625,5.325863808642309,8.562738555774317,10.57444339871602,,14.062150457267949,17.791063988011622
2022-08-13,4.5659096105819845,4.898090094410559,3.8323053780448686,,3.503086145996809,6.403633128498028,8.564775070268555,10.571035932104028,,13.957715905196215,17.80332319433862
2022-08-14,4.56565086422475,4.858346257748508,3.8972523329726783,,3.50186729325185,5.294457371729229,8.566630342632966,10.571035932104028,,13.94333551000764,17.816800701622324
2022-08-15,4.566775748928567,4.771336746228753,3.897252717602731,,3.5861217125415257,5.9229963575105256,8.564199821589243,10.571035932104028,,13.944651497442456,17.832994779324
2022-08-16,4.5649229239323015,4.749119211729376,3.897344225407735,,3.590425901689182,5.811160381790256,8.566573602089385,10.571035932104028,,13.945123599855444,17.82927062358969
2022-08-17,4.561208915262478,4.732541502190047,3.897344225407735,,3.584044109623017,6.020176255010103,8.56450827668367,10.571035932104028,,13.949213346927555,17.842762054256454
2022-08-18,4.5608352310965445,4.696752528470941,3.8972502694892617,,3.58280768282673,6.127974704431276,8.563655810059903,10.571035932104028,,13.949467175410504,17.863078619006902
2022-08-19,4.558589223661489,4.666647584650812,3.863392891264962,,3.5838886645626977,5.361793817169361,8.562268012432343,10.571035932104028,,13.951222929606583,17.874083900495684
2022-08-20,4.558342691089403,4.635542284826712,3.864293351466387,,3.5884273760791348,5.776188918446506,8.557419136566129,10.571035932104028,,13.965885463618038,17.87959245445178
2022-08-21,4.558068774818421,4.597696437434324,3.8611737587926576,,3.5904503278922264,5.776188918446506,8.555501998429943,10.571035932104028,,13.94834448594026,17.892307716235166
2022-08-22,4.557920352687937,4.434907372383121,3.8642945058928966,,3.5903433160559723,6.856636419980131,8.555331260759507,10.571035932104028,,13.9515495076152,17.891262227167225
2022-08-23,4.558013586143369,4.416031683726099,3.864274903024696,,3.591826594811167,5.341267304586101,8.566859888460222,10.685710265397258,,13.951933392457406,17.876478381278147
2022-08-24,4.570304846074859,4.395941181433598,3.599191019580198,,3.5894465163166545,5.391948959112822,8.569267838905057,10.630337679856334,,13.94815875930946,17.8601699914881
2022-08-25,4.554037399417755,4.363568533994438,3.599299547554651,,3.5910479553689623,5.3536909362831615,8.570169871719184,10.62924258520784,,13.947207272424096,17.848478581251022
2022-08-26,4.55295469641446,4.337721539269947,3.599299547554651,,3.588828363360859,5.346611994105035,8.56822688291957,10.642311412491178,,13.94789178585354,17.86098939973984
2022-08-27,4.551462802939166,4.320309066904739,3.59875172625637,,3.5908956481838006,5.944516521665004,8.57082377249682,10.511364444390932,,13.944326218244804,17.886124616620684
2022-08-28,4.55034407739552,4.279694313887929,3.222764992507987,,3.591231436859362,6.108025057442903,8.57012811637648,10.490604840647851,,13.943719119873322,17.877099456481442
2022-08-29,4.5512884062591255,4.251709448216462,3.679320309824544,,3.5519450788978384,5.564902040049329,8.571750836279914,10.501198513499975,,13.939825920312726,17.877335311306
2022-08-30,4.551064382011789,4.23492897437622,3.6773891221992048,,3.554057366489507,6.009276339252043,8.571971850527875,10.47786482299971,,13.938634070489307,17.870056843369493
2022-08-31,4.5732430454758815,4.231616425024883,3.6792024577788136,,3.5491509768614,5.540238519218665,8.574493728715822,10.492513387165474,,13.938656406877827,17.87216509930137
2022-09-01,4.554600758201453,4.11897541922309,3.679284130270973,,3.553915711712255,5.139508368727368,8.567446578261587,10.570401972154269,,13.939785984171868,17.838023630164255
2022-09-02,4.550327706940642,4.199744811742325,3.67928465997829,,3.5516960273824427,5.6026539527589145,8.567677054066454,9.88146277156793,,13.928228439114571,17.7925373018611
2022-09-03,4.535913990161483,4.188395845901996,3.643513025724864,,3.549250511123423,6.342672030278483,8.560033223744211,9.873324146210232,,13.92973369361281,17.83696574467917
2022-09-04,4.537882896555259,4.166438476518708,3.643513025724864,,3.5524466022148844,5.745112523757596,8.563720316845727,9.557765736249417,,13.932747775048371,17.843373224423786
2022-09-05,4.536119566828266,4.133061011684567,3.643513025724864,,3.550987925062131,5.366965919264064,8.563752985305396,9.778421736667491,,13.92946359649252,17.860064991244123
