date,inflationrate,feerevenue,totalsupply,circulatingsupply,riskreward,stakedtokens,realrewardrate,marketcap,price
2024-01-31,19.074814642212868,1543375.642421326,1078648870.7944417,337683309.973543,0.0029374879738278,920220408.0693774,-10.595037153080156,2985120460.16612,8.84
2024-02-01,19.073878611188373,1617030.042651172,1078822212.4286492,337856650.966594,0.0029720228928623,920647599.5780736,-10.594334347225953,3108281188.8926644,9.2
2024-02-02,19.122238761859727,1647025.4477876246,1079010258.432183,338059178.389639,0.0029882953080313,923535100.4438784,-10.630630436913158,3177756276.862607,9.4
2024-02-03,19.12820602239448,1657939.6783602268,1079212455.524882,338261378.481361,0.0030021126217041,924375855.1479976,-10.63510704518096,3095091613.104453,9.15
2024-02-04,19.125172166047268,1590697.5658100832,1079386656.7486403,338435582.961928,0.0029892014460633,924705220.906368,-10.63283111774448,2988386197.5538244,8.83
2024-02-05,18.891883961167977,1543318.2840757116,1079560777.497817,338609701.900097,0.0030191840292346,913895638.6882812,-10.457475948753348,2932360018.45484,8.66
2024-02-06,18.627788071892383,1540358.8650613013,1079731180.74955,338780100.469387,0.0030723184083388,901573460.1674747,-10.258131318783814,2916896665.041422,8.61
2024-02-07,18.57598263214765,1581213.1881347515,1079900765.3574388,338949687.60799,0.0030822604447355,899516164.9118562,-10.21892340443773,2979367754.074232,8.79
2024-02-08,18.570978519615096,1566447.650543803,1080069828.5672555,339118750.228186,0.0030701629185934,899722390.9566067,-10.215134327075049,2977462627.003473,8.78
2024-02-09,18.400216607245643,1597266.3234015852,1080238503.510094,339287425.910803,0.0030537074534602,891892759.7631752,-10.085642711236195,3090908450.0474157,9.11
2024-02-10,18.35172614615456,1566828.228254534,1080406195.177503,339455115.328306,0.0029855061851757,889981984.230758,-10.048803462789092,3082252447.181019,9.08
2024-02-11,18.337688992256897,1533444.86597917,1080573858.8783834,339622780.581944,0.002964905687219,889740488.7763685,-10.038133499569234,3063397480.8491344,9.02
2024-02-12,18.11033285574824,1527203.5142498703,1080740412.9545305,339789330.502984,0.0029827774353202,879140137.0521452,-9.407013414582456,3112738064.009596,9.16
2024-02-13,16.890702885333635,,1080906036.3695242,364797348.745748,,880281011.6439443,-8.461772100931263,3354620148.1437883,9.2
2024-02-14,16.899877366303162,,1081071936.898075,364963247.441298,,881159694.0553112,-8.46895616090434,3448006744.5159864,9.45
2024-02-15,16.879979663902066,,1081238019.0413258,365129333.604331,,880522750.6087027,-8.453373873193403,3736346040.490593,10.23
2024-02-16,16.947852770273638,,1081404267.9516826,365295578.013597,,884465781.684022,-8.506504852051721,3577590578.458904,9.79
2024-02-17,16.95719425234337,,1081571069.2278123,365462379.574578,,885357378.206507,-8.513812524314934,3549384939.891965,9.71
2024-02-18,16.959263078587476,,1081738052.076255,365629361.984162,,885869969.8965428,-8.515430771734101,3541026229.883791,9.68
2024-02-19,16.95845667693345,,1081905105.5734696,365796415.924088,,886232576.9879951,-8.514800006674095,3690029705.827641,10.09
2024-02-20,16.95537813620664,,1082072126.1721702,365963436.605368,,886476271.0041381,-8.512391900962601,3534631002.2590523,9.66
2024-02-21,16.953779391567405,,1082239120.7572153,366130431.705646,,886797159.480316,-8.511141275939915,3384302813.4264817,9.24
2024-02-22,16.799680985619528,,1082405114.8241837,366296425.421326,,879135167.8250127,-8.39043643177938,3384242436.5561914,9.24
2024-02-23,16.795747020674153,,1082570653.8399022,366461964.27159,,879326512.5345699,-8.387350798775339,3342136688.3224688,9.14
2024-02-24,16.79159030152002,,1082736269.7787204,366627579.936485,,879506188.0748281,-8.384090221085527,3467107325.1537247,9.46
2024-02-25,16.787863588042303,,1082901949.6451316,366793259.729418,,879708353.6343869,-8.38116674740207,3529650391.0408955,9.64
2024-02-26,16.86215835827429,,1083068039.0699637,366959349.66164,,884001616.2234781,-8.43941314864135,3720536552.667872,10.14
2024-02-27,16.85841510951358,,1083234757.6412442,367126067.719912,,884206908.8243296,-8.436480248576428,3659855001.024015,9.95
2024-02-28,16.8413137589811,,1083400019.6300075,367291329.768119,,883707582.774277,-8.423078654594985,4498909221.939369,12.22
2024-02-29,16.826430434582846,,1083565954.5350013,367457264.677798,,883325504.6565088,-8.411412039234856,4343547209.84958,11.81
2024-03-01,16.823457703306815,,1083732523.9782865,367623837.783876,,883569799.3085344,-8.409081443434063,4358158730.898863,11.88
2024-03-02,16.819174483796683,,1083899151.983583,367790461.756168,,883745216.530409,-8.40572322753289,,
2024-03-03,16.807510810316245,,1084065764.3078208,367957074.017704,,883532428.1038203,-8.396577191207488,,
2024-03-04,16.813311361842786,,1084232421.4600492,368123731.452534,,884237663.0174776,-8.401125905457729,,
2024-03-05,16.809428626815272,,1084399119.451091,368290437.884007,,884433802.4620216,-8.398081167022585,,
2024-03-06,16.101841208133774,,1084564044.9079535,368455359.643688,,847583230.7241107,-7.839809527065533,,
2024-03-07,16.22133277868705,,1084722705.3188252,368614019.607824,,854240820.6417469,-7.934562922494837,,
2024-03-08,16.213791339956,,1084883236.7756274,368774547.071714,,854215516.4434068,-7.928588538172954,,
2024-03-09,16.212697517828516,,1085044169.045825,368935479.932015,,854530642.6570835,-7.927721939691756,,
2024-03-10,16.13400909924411,,1085204424.7232208,369095735.533229,,850752556.8440884,-7.865336924206434,,
2024-03-11,16.131224167291155,,1085351338.2828376,369242649.04354,,850944278.2719088,-7.863127451525731,,
2024-03-12,16.121185466076167,,1085524982.433941,369416294.436391,,850814651.3024826,-7.855162199270637,,
2024-03-13,15.0352213972604,,1085685072.3048148,394418777.037327,,847206633.7898542,-6.985289635346192,,
2024-03-14,15.150407408692235,,1085844614.7274828,394578326.913692,,854042487.0090575,-7.078333105469303,,
2024-03-15,15.154897775345177,,1086005038.2202284,394738742.996725,,854642927.5866146,-7.081956506318232,,
2024-03-16,15.152905918411808,,1086165916.0022807,394899620.554942,,854878866.9258157,-7.080349256829466,,
2024-03-17,15.162122644085308,,1086326860.591171,395060564.388754,,855747468.5412456,-7.0877858593417775,,
2024-03-18,15.171205846767204,,1086487785.9821594,395221491.386023,,856608918.422202,-7.095113563054333,,
2024-03-19,15.21123243367368,,1086648825.2271135,395382539.932132,,859218911.9447957,-7.127390498492414,,
2024-03-20,15.2818433819463,,1086810822.697923,395544529.427899,,863561087.9961624,-7.184275631771609,,
2024-03-21,15.283699517732602,,1086972988.9288893,395706705.135665,,864020084.7018276,-7.185770019861637,,
2024-03-22,15.363567060293654,,1087135492.2605722,395869198.061588,,868891822.098656,-7.250026393447362,,
2024-03-23,15.364470902652846,,1087298976.1924045,396032681.326175,,869301789.1302426,-7.250753058722248,,
2024-03-24,15.36658614088077,,1087462448.1547472,396196152.627217,,869780339.6144332,-7.252453609629617,,
2024-03-25,15.368229915986513,,1087626028.7825038,396359734.994201,,870232535.9581344,-7.253775083556935,,
2024-03-26,15.366378739003686,,1087789821.6776526,396523525.128224,,870487280.4213475,-7.252286871144564,,
2024-03-27,15.403358226760805,,1087953848.5145962,396687552.182959,,872943079.7203802,-7.282006655515216,,
2024-03-28,15.40584407991763,,1088118382.0199192,396852085.108307,,873446085.0868815,-7.284003810150564,,
2024-03-29,15.22372828953378,,1088281581.1895585,397015285.092042,,863475838.036127,-7.137462406066575,,
2024-03-30,15.216847153106292,,1088444317.777489,397178022.107047,,863439326.0627142,-7.131916343958689,,
2024-03-31,15.21445879402403,,1088607055.023119,397340759.120888,,863657529.2221981,-7.129991218124876,,
2024-04-01,15.224707314796088,,1088769861.2105246,397503564.922394,,864593404.5153922,-7.138251427556364,,
2024-04-02,15.217879661355273,,1088932761.449895,397666465.287771,,864559828.9101031,-7.132748567765635,,
2024-04-03,15.241125823834004,,1089095688.4888785,397829392.286509,,866235250.2869562,-7.1514815261632165,,
2024-04-04,15.416121413712128,,1089258909.453709,397992613.55526,,876540671.203518,-7.292259790591271,,
2024-04-05,15.315983743874725,,1089421843.479941,398155546.89602,,871203487.3308444,-7.211754584122387,,
2024-04-06,15.303707964177711,,1089584100.0151956,398317803.20287,,870859964.8654602,-7.2018759073711465,,
2024-04-07,15.29865129254625,,1089746330.2227082,398480033.303116,,870926787.853182,-7.197806045006827,,
2024-04-08,15.295785058729688,,1089909696.9130456,398643399.979871,,871120608.8584806,-7.195498998080263,,
2024-04-09,15.311943053906113,,1090073898.4845848,398807601.817025,,872400028.7566297,-7.208503155670765,,
2024-04-10,15.311264614755112,,1090238352.123339,398972055.282682,,872721104.07448,-7.207957212613525,,
2024-04-11,15.30928698323916,,1090402820.578971,399136524.52394,,872968099.308236,-7.206365766919543,,
2024-04-12,15.310496159109356,,1090567340.07557,399301044.029999,,873396904.9647223,-7.207338825115972,,
2024-04-13,14.244477395818162,,1090823438.9493935,424399533.93851,,863661095.2650776,-6.341487624576714,,
2024-04-14,14.241749852553529,,1090986544.1373973,424562638.543469,,863827578.1937666,-6.339251509978205,,
2024-04-15,14.233575286284978,,1091149414.1028962,424725508.579279,,863662943.1195047,-6.33254913728808,,
2024-04-16,14.225989364986516,,1091325591.472344,424888094.866591,,863533082.3620033,-6.326328539730353,,
2024-04-17,14.238499185314057,,1091488548.9493225,425051034.358891,,864623887.9039819,-6.336586384570286,,
2024-04-18,14.23875049254054,,1091651607.9165988,425214088.504399,,864970833.2479275,-6.336792429302007,,
2024-04-19,14.257679097671208,,1091801172.3605237,425377267.390438,,866453081.6842061,-6.352309232070807,,
2024-04-20,14.24918285069118,,1091964556.8608892,425540652.055147,,866269357.1813078,-6.345345034253191,,
2024-04-21,14.248843891607388,,1092127992.5006585,425704087.620516,,866581446.8213948,-6.345067175021013,,
2024-04-22,14.248473129611147,,1092291505.6244051,425867603.061035,,866891748.3042877,-6.344763243695716,,
2024-04-23,14.250234613353552,,1092454967.1226346,426031065.881518,,867331703.1710196,-6.3462071985155415,,
2024-04-24,14.301101631479373,,1092618660.9327416,426194756.25236,,870762129.9106299,-6.387885617253319,,
2024-04-25,14.367348631868213,,1092783403.8431802,426359498.987589,,875133908.2259717,-6.44211020016181,,
2024-04-26,14.369030088865967,,1092962295.4136353,426524614.80191,,875575279.8529606,-6.443485691134998,,
2024-04-27,14.367042344250978,,1093113727.3751252,426689822.423415,,875793250.2921041,-6.441859641761827,,
2024-04-28,14.359062059707128,,1093278897.5346415,426854992.656512,,875645612.5625612,-6.435330901773884,,
2024-04-29,14.355242536751392,,1093457646.2830715,427019969.054815,,875751030.8071235,-6.4322057944894535,,
2024-04-30,14.355942152537876,,1093608919.0517228,427185014.148466,,876132209.4454134,-6.43277823090771,,
