date,inflationrate,totalsupply,circulatingsupply,stakedtokens,realrewardrate,rewardrate1,marketcap,price
2022-07-02,4.5,1086980196.4587808,,420800768.5140585,5.867846847816916,10.631899955968665,2435345165.0,3.35
2022-07-03,4.5,1087158253.852395,,424585028.05314654,5.778818742135528,10.538865585531608,2415507695.0,3.33
2022-07-04,4.5,1087346902.842898,,421223826.5599176,5.861057379525558,10.624804961604204,2534800329.0,3.48
2022-07-05,4.5,1087435863.2517605,,420810131.1092848,5.871885403145094,10.636120246286607,2523573614.0,3.47
2022-07-06,4.5,1087618839.5367937,,424292170.4869442,5.790055278682704,10.550607766223408,2560609504.0,3.54
2022-07-07,4.5,1087715108.5983624,,420151212.6742758,5.88348829810148,10.648245271516044,2695422616.0,3.7
2022-07-08,4.5,1087896677.121879,,420581562.86330336,5.9845543062611695,10.753859250042916,2647657721.0,3.63
2022-07-09,4.5,1088074021.9683747,,424780495.1625531,5.888516223689,10.65349945375501,2793796490.0,3.83
2022-07-10,4.5,1088162298.1365235,,424911419.8911316,5.884428659736107,10.64922794942422,2586236432.0,3.54
2022-07-11,4.5,1088338102.0950408,,425269941.40472746,5.958289315772114,10.72641233498187,2408571751.0,3.29
2022-07-12,4.5,1088513693.5759616,,425906210.0406783,5.863455723764344,10.627311231333746,2369597876.0,3.24
2022-07-13,4.5,1088600484.5608196,,426044622.6608741,5.935610241257372,10.702712702113926,2389508508.0,3.26
2022-07-14,4.5,1088776907.0543947,,426226677.36359537,5.932802181460328,10.699778279626033,2550466073.0,3.48
2022-07-15,4.5,1088955040.7148907,,425868930.9922364,5.955012382619729,10.722987939837616,2618343848.0,3.55
2022-07-16,4.5,1089043510.9526925,,424598015.7303365,5.986562659746508,10.755957979435095,2532307743.0,3.43
2022-07-17,4.5,1089219951.9298322,,424846911.1526013,5.985035096797797,10.754361676153689,2646313896.0,3.58
2022-07-18,4.5,1089396706.7122388,,424438634.0956311,5.989684378664961,10.759220175704876,2907298252.0,3.93
2022-07-19,4.5,1089573271.1337526,,424206842.63940746,5.918111623744626,10.684426646813131,3387496036.0,4.58
2022-07-20,4.5,1089662386.1530154,,424899015.3071109,5.893140530795549,10.658331854681345,3159236281.0,4.26
2022-07-21,4.5,1089844746.726299,,426480104.9232243,5.869448158963553,10.633573326116888,3266511469.0,4.36
2022-07-22,4.5,1089935750.6668935,,426515275.6020475,5.861088744527798,10.62483773803154,3232371799.0,4.35
2022-07-23,4.5,1090115528.0449052,,426386416.5336765,5.864726895879624,10.6286396061942,3112542035.0,4.19
2022-07-24,4.5,1090205407.7187142,,426632526.2923061,5.859697730866076,10.62338412875504,3310221551.0,4.44
2022-07-25,4.5,1090385708.219844,,426817440.0136631,5.8591964320813705,10.622860271525017,2969886576.0,3.99
2022-07-26,4.5,1090476733.226138,,427012187.7057194,5.855408503053661,10.61890188569105,2723353791.0,3.68
2022-07-27,4.5,1090659164.161135,,427693931.03332174,5.840908162470981,10.603749029782158,3038290800.0,4.06
2022-07-28,4.5,1090843067.5227206,,428014439.23441046,5.835471905873346,10.598068141637633,3263029360.0,4.36
2022-07-29,4.5,1090934772.3128664,,424492699.80334,5.922887224614337,10.689417149721985,3280205897.0,4.39
2022-07-30,4.5,1091120440.5787206,,422981492.4269683,5.963402064655599,10.73175515756511,3313908903.0,4.36
2022-07-31,4.5,1091210998.0973969,,426856704.2130265,5.864161906754695,10.628049192558644,3261865631.0,4.35
2022-08-01,4.5,1091392963.015057,,416161447.0382751,6.117251274207436,10.89252758154678,3153891498.0,4.2
2022-08-02,4.5,1091577200.645384,,425877258.82676977,6.102034864937744,10.876626433859933,3310625403.0,4.41
2022-08-03,4.5,1091672471.9956987,,425968414.8671353,5.914658502025727,10.68081813461688,3477027235.0,4.62
2022-08-04,4.5,1091861652.2190237,,422922250.2767507,6.14413760077106,10.920623792805763,3278979934.0,4.36
2022-08-05,4.5,1091956255.6309695,,422411170.9052258,5.984794085542222,10.754109819391612,3862602454.0,5.13
2022-08-06,4.5,1092150207.4209952,,423122576.0064628,5.9644837431739095,10.732885511616727,3744711920.0,4.97
2022-08-07,4.5,1092244542.510952,,423103771.29222775,5.966320153540905,10.734804560450243,3812617814.0,5.05
2022-08-08,4.5,1092437884.3996584,,427722718.30112857,5.877294827121316,10.641773094341785,4148001226.0,5.47
2022-08-09,4.5,1092627533.1397943,,426680233.360194,5.891119840299952,10.65622023311343,4066191776.7022514,5.39
2022-08-10,4.5,1092813218.9045284,,430527324.0814638,5.814897960223076,10.576568368433112,4535409253.559876,6.0
2022-08-11,4.5,1092904972.4275355,,430745638.28320426,5.809001630406341,10.570406703774616,4402487009.652591,5.81
2022-08-12,4.5,1093090179.3053937,,430507277.16489184,5.812864496378989,10.57444339871602,4536916262.602658,6.0
2022-08-13,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,4494642422.729916,5.93
2022-08-14,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,4281236762.700146,5.58
2022-08-15,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,4145148234.397271,5.43
2022-08-16,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,4043883573.278952,5.3
2022-08-17,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3809374107.812738,5.0
2022-08-18,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3916424377.592213,5.1
2022-08-19,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3264558714.2652826,4.23
2022-08-20,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3170012593.8953404,4.14
2022-08-21,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3235530724.366489,4.19
2022-08-22,4.5,1093181301.9064703,,430610089.616334,5.80960376277897,10.571035932104028,3081555820.391515,4.02
2022-08-23,4.5,1094646796.4589548,,427329959.7730842,5.919339966887338,10.685710265397258,3273969631.9227366,4.27
2022-08-24,4.5,1094831721.1106794,,426383757.6841058,5.866351846752482,10.630337679856334,3345308121.875004,4.35
2022-08-25,4.5,1094922053.1915443,,426462870.128544,5.86530390928981,10.62924258520784,3315943059.1346483,4.31
2022-08-26,4.5,1095105287.4557395,,426010451.519662,5.877809964106384,10.642311412491178,3129481793.26849,4.06
2022-08-27,4.5,1095285361.8963656,,431388467.4274775,5.7525018606611855,10.511364444390932,2996248720.0734973,3.89
2022-08-28,4.5,1095376408.7835991,,432278062.2508194,5.73263621114628,10.490604840647851,2986434888.3632264,3.88
2022-08-29,4.5,1095559400.6898618,,431914120.375726,5.742773697129167,10.501198513499975,3080143904.6767764,3.99
2022-08-30,4.5,1095743850.394169,,432948851.4359207,5.720444806698288,10.47786482299971,3254793414.824011,4.22
2022-08-31,4.5,1095837447.348921,,432381343.2120181,5.734462571450227,10.492513387165474,3414409974.326154,4.41
2022-09-01,4.5,1096023038.2385595,,432515978.48416805,5.80899710253997,10.570401972154269,3354578669.684806,4.34
2022-09-02,4.5,1096115814.0630662,,459235598.5254857,5.1497251402564,9.88146277156793,3224024907.260836,4.17
2022-09-03,4.5,1096301538.0117598,,459692024.7065924,5.141936982019368,9.873324146210232,3224718702.512019,4.16
2022-09-04,4.5,1096482833.683194,,464530570.9149069,4.839967211721952,9.557765736249417,3274141089.932809,4.21
2022-09-05,4.5,1096574016.337402,,464268830.88934,5.051121279107651,9.778421736667491,3243051536.0066376,4.18
2022-09-06,4.5,1096757058.6881208,,465024693.1731829,5.037471039629193,9.764157236412512,3203305186.9127088,4.13
2022-09-07,4.5,1096850475.026554,,465847621.2860543,5.021759686422977,9.747738872311997,3418272521.9661384,4.39
2022-09-08,4.5,1097038320.011273,,466283959.7536099,5.014626765337127,9.740284969777283,3591764727.4324126,4.6
2022-09-09,4.5,1097224970.3507197,,464280506.6183973,5.056440574960641,9.783980400833848,3723543310.955879,4.79
2022-09-10,4.5,1097319423.462725,,467176033.52258456,5.060437326159994,9.788157005837204,3767033765.2729993,4.82
2022-09-11,4.5,1097507274.2260506,,464958324.0634828,5.045197061609263,9.772230929381656,3790857319.445238,4.88
2022-09-12,4.5,1097601152.0666614,,465147972.4544322,4.837143212547201,9.554814657111816,3967734434.947221,5.08
2022-09-13,4.5,1097788912.4390285,,466710634.618101,5.012476970372082,9.73803843403883,3505640213.378448,4.43
2022-09-14,4.5,1097879815.7138717,,460710121.98191,5.134629904208765,9.86568824989816,3553016862.7222686,4.52
2022-09-15,4.5,1098074972.637276,,454467515.4401769,5.266011504678159,10.002982022388672,3330269800.652821,4.23
2022-09-16,4.5,1098165271.4353929,,447789843.65489066,5.409556429968565,10.152986469317153,3325067474.74184,4.22
2022-09-17,4.5,1098357845.3411255,,466238393.82841057,5.026749975815625,9.752953724727332,3420060966.841407,4.34
2022-09-18,4.5,1098454529.083181,,443952737.2095165,5.58351426435808,10.334772406254174,3118987377.158234,3.94
2022-09-19,4.5,1098646420.024511,,450739760.856122,5.350199431906177,10.09095840634195,3163499080.3026724,4.02
2022-09-20,4.5,1098742614.2741742,,450407919.27181727,4.745382263175801,9.458924465018711,3019858742.564149,3.84
2022-09-21,4.5,1098932086.6513617,,450854921.57691073,5.350243108176866,10.091004048044825,2825620010.475108,3.59
2022-09-22,4.5,1099122811.288966,,467087464.5404995,5.016272775878639,9.74200505079317,3009870880.4265475,3.84
2022-09-23,4.5,1099215474.7329276,,474253374.3900061,4.876185134433109,9.595613465482591,2976757524.026717,3.79
2022-09-24,4.5,1099401076.341817,,476298163.6659497,4.838308058659591,9.556031921299248,2941947811.547652,3.73
2022-09-25,4.5,1099493087.9053712,,476395327.0432702,4.837208154999839,9.554882521974836,2865681118.5784526,3.63
